Name,Model,Company,Year,Fuel Type,KM Driven,Transmission Type,Price(in Lakh),Location
Maruti Wagon R 1.0 VXI,Wagon R 1.0 VXI,Maruti,2012,PETROL,32422,Manual,250000,Mumbai
Honda Amaze 1.2L I-VTEC S,Amaze 1.2L I-VTEC S,Honda,2014,PETROL,52803,Manual,352000,Mumbai
Hyundai AURA SX 1.2 CNG,AURA SX 1.2 CNG,Hyundai,2023,CNG,13184,Manual,834000,Mumbai
Hyundai Grand i10 ASTA AT 1.2 KAPPA VTVT,Grand i10 ASTA AT 1.2 KAPPA VTVT,Hyundai,2015,PETROL,54434,Automatic,400000,Mumbai
Maruti S PRESSO VXI (O) CNG,S PRESSO VXI (O) CNG,Maruti,2021,CNG,48375,Manual,467000,Mumbai
Honda City 1.5L I-VTEC VX,City 1.5L I-VTEC VX,Honda,2018,PETROL,49716,Manual,811000,Mumbai
Renault TRIBER RXZ AMT,TRIBER RXZ AMT,Renault,2021,PETROL,35517,Automatic,682000,Mumbai
Maruti Ertiga ZXI,Ertiga ZXI,Maruti,2015,CNG,70559,Manual,675000,Mumbai
Honda City 1.5L I-VTEC V MT,City 1.5L I-VTEC V MT,Honda,2018,PETROL,47801,Manual,719000,Mumbai
Maruti XL6 ALPHA MT,XL6 ALPHA MT,Maruti,2021,PETROL,48740,Manual,1020000,Mumbai
Tata Harrier XZ 2.0L,Harrier XZ 2.0L,Tata,2019,DIESEL,57037,Manual,1280000,Mumbai
Mahindra XUV500 W6,XUV500 W6,Mahindra,2015,DIESEL,40435,Manual,690000,Mumbai
Renault Kwid RXT 0.8,Kwid RXT 0.8,Renault,2017,PETROL,30322,Manual,307000,Mumbai
Maruti Baleno DELTA PETROL 1.2,Baleno DELTA PETROL 1.2,Maruti,2017,PETROL,29835,Manual,527000,Mumbai
Honda City 1.5L I-VTE V CVT,City 1.5L I-VTE V CVT,Honda,2017,PETROL,32899,Automatic,749000,Mumbai
Maruti Alto LXI,Alto LXI,Maruti,2021,PETROL,26866,Manual,363000,Mumbai
Hyundai i20 Active 1.4 SX,i20 Active 1.4 SX,Hyundai,2015,DIESEL,77421,Manual,504000,Mumbai
Maruti Wagon R 1.0 LXI CNG,Wagon R 1.0 LXI CNG,Maruti,2017,CNG,8367,Manual,396000,Mumbai
Hyundai VENUE SX PLUS 1.0 TURBO DCT,VENUE SX PLUS 1.0 TURBO DCT,Hyundai,2019,PETROL,56522,Automatic,919000,Mumbai
Tata NEXON XZ PLUS PETROL SUNROOF,NEXON XZ PLUS PETROL SUNROOF,Tata,2022,PETROL,35275,Manual,918000,Mumbai
Maruti Wagon R 1.0 VXI,Wagon R 1.0 VXI,Maruti,2014,PETROL,43024,Manual,297000,Mumbai
Tata ALTROZ XT PETROL,ALTROZ XT PETROL,Tata,2021,PETROL,43417,Manual,637000,Mumbai
Renault Kwid RXT 0.8 (O),Kwid RXT 0.8 (O),Renault,2016,PETROL,103116,Manual,279000,Mumbai
Hyundai VENUE SX 1.0 TURBO IMT,VENUE SX 1.0 TURBO IMT,Hyundai,2021,PETROL,9981,Manual,935000,Mumbai
Honda Jazz 1.2L I-VTEC V AT,Jazz 1.2L I-VTEC V AT,Honda,2016,PETROL,37586,Automatic,496000,Mumbai
Hyundai i20 Active 1.2 SX,i20 Active 1.2 SX,Hyundai,2018,PETROL,85880,Manual,583000,Mumbai
Hyundai i20 Active 1.2 SX,i20 Active 1.2 SX,Hyundai,2018,PETROL,21643,Manual,596000,Mumbai
Maruti Celerio VXI AMT,Celerio VXI AMT,Maruti,2014,PETROL,98502,Automatic,318000,Mumbai
Hyundai i20 Active 1.2 S,i20 Active 1.2 S,Hyundai,2015,PETROL,53664,Manual,478000,Mumbai
Hyundai i20 Active 1.2 SX,i20 Active 1.2 SX,Hyundai,2015,PETROL,116615,Manual,429000,Mumbai
Hyundai NEW SANTRO SPORTZ MT,NEW SANTRO SPORTZ MT,Hyundai,2019,PETROL,9954,Manual,423000,Mumbai
Hyundai NEW SANTRO ERA EXECUTIVE,NEW SANTRO ERA EXECUTIVE,Hyundai,2019,PETROL,56077,Manual,410000,Mumbai
Hyundai Creta E PLUS 1.6 PETROL,Creta E PLUS 1.6 PETROL,Hyundai,2017,PETROL,43358,Manual,764000,Mumbai
Honda WR-V 1.2L I-VTEC VX MT,WR-V 1.2L I-VTEC VX MT,Honda,2018,PETROL,44848,Manual,647000,Mumbai
Mahindra XUV500 W10 AT,XUV500 W10 AT,Mahindra,2017,DIESEL,85662,Automatic,1020000,Mumbai
Hyundai Elite i20 SPORTZ 1.2,Elite i20 SPORTZ 1.2,Hyundai,2017,PETROL,53262,Manual,547000,Mumbai
Maruti Ertiga ZXI,Ertiga ZXI,Maruti,2013,PETROL,41016,Manual,529000,Mumbai
Honda City 1.5L I-VTEC VX CVT,City 1.5L I-VTEC VX CVT,Honda,2016,PETROL,51329,Automatic,630000,Mumbai
Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,Grand i10 ASTA 1.2 KAPPA VTVT,Hyundai,2013,PETROL,37652,Manual,395000,Mumbai
Honda Amaze 1.2L I-VTEC VX,Amaze 1.2L I-VTEC VX,Honda,2018,PETROL,47710,Manual,567000,Mumbai
Mahindra Thar LX P 4WD AT CONVERTIBLE,Thar LX P 4WD AT CONVERTIBLE,Mahindra,2022,PETROL,11951,Automatic,1440000,Mumbai
Hyundai Xcent S 1.2,Xcent S 1.2,Hyundai,2014,PETROL,27269,Manual,368000,Mumbai
Maruti Baleno ZETA PETROL 1.2,Baleno ZETA PETROL 1.2,Maruti,2017,PETROL,65230,Manual,510000,Mumbai
Maruti Dzire LXI,Dzire LXI,Maruti,2017,PETROL,89378,Manual,448000,Mumbai
Hyundai GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,Hyundai,2021,PETROL,16808,Automatic,683000,Mumbai
Hyundai VENUE SX 1.0 TURBO IMT,VENUE SX 1.0 TURBO IMT,Hyundai,2021,PETROL,16331,Manual,925000,Mumbai
Maruti Baleno ZETA CVT PETROL 1.2,Baleno ZETA CVT PETROL 1.2,Maruti,2019,PETROL,16282,Automatic,641000,Mumbai
Renault Kwid RXT 1.0 AMT (O),Kwid RXT 1.0 AMT (O),Renault,2018,PETROL,38122,Automatic,361000,Mumbai
Maruti Swift Dzire ZXI,Swift Dzire ZXI,Maruti,2014,PETROL,47496,Manual,427000,Mumbai
Tata NEXON XZ PLUS PETROL SUNROOF,NEXON XZ PLUS PETROL SUNROOF,Tata,2021,PETROL,26645,Manual,914000,Mumbai
Hyundai i10 SPORTZ 1.2,i10 SPORTZ 1.2,Hyundai,2012,PETROL,35431,Manual,233000,Mumbai
Hyundai i10 MAGNA 1.1,i10 MAGNA 1.1,Hyundai,2015,PETROL,22225,Manual,323000,Mumbai
Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Grand i10 SPORTZ 1.2 KAPPA VTVT,Hyundai,2014,PETROL,100116,Manual,330000,Mumbai
Hyundai GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,Hyundai,2020,PETROL,13144,Automatic,680000,Mumbai
Maruti IGNIS ZETA 1.2 AMT,IGNIS ZETA 1.2 AMT,Maruti,2018,PETROL,76787,Automatic,454000,Mumbai
Maruti Celerio VXI AMT,Celerio VXI AMT,Maruti,2014,PETROL,32718,Automatic,329000,Mumbai
Maruti Alto K10 VXI,Alto K10 VXI,Maruti,2015,PETROL,51243,Manual,243000,Mumbai
Hyundai NEW I20 ASTA (O) 1.0 TURBO GDI DCT,NEW I20 ASTA (O) 1.0 TURBO GDI DCT,Hyundai,2023,PETROL,20047,Automatic,1070000,Mumbai
Hyundai Grand i10 ERA 1.2 KAPPA VTVT,Grand i10 ERA 1.2 KAPPA VTVT,Hyundai,2013,PETROL,42124,Manual,304000,Mumbai
Tata TIGOR XZ PLUS CNG,TIGOR XZ PLUS CNG,Tata,2023,CNG,3817,Manual,791000,Mumbai
Maruti Celerio VXI CNG,Celerio VXI CNG,Maruti,2014,CNG,78331,Manual,339000,Mumbai
Tata ALTROZ XZA,ALTROZ XZA,Tata,2022,PETROL,10206,Automatic,838000,Mumbai
Hyundai i20 Active 1.2 SX,i20 Active 1.2 SX,Hyundai,2016,PETROL,50568,Manual,490000,Mumbai
Maruti Baleno DELTA PETROL 1.2,Baleno DELTA PETROL 1.2,Maruti,2017,PETROL,30064,Manual,521000,Mumbai
Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,Grand i10 ASTA 1.2 KAPPA VTVT,Hyundai,2015,PETROL,47367,Manual,389000,Mumbai
Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,Grand i10 ASTA 1.2 KAPPA VTVT,Hyundai,2014,PETROL,47635,Manual,393000,Mumbai
Hyundai GRAND I10 NIOS MAGNA CORPORATE EDITION 1.2 KAPPA VTVT,GRAND I10 NIOS MAGNA CORPORATE EDITION 1.2 KAPPA VTVT,Hyundai,2020,PETROL,18332,Manual,577000,Mumbai
Maruti Wagon R 1.0 LXI CNG,Wagon R 1.0 LXI CNG,Maruti,2017,CNG,57012,Manual,369000,Mumbai
Honda BR-V 1.5L I-VTEC S,BR-V 1.5L I-VTEC S,Honda,2017,PETROL,56807,Manual,615000,Mumbai
Hyundai Elite i20 SPORTZ 1.2,Elite i20 SPORTZ 1.2,Hyundai,2017,PETROL,38323,Manual,538000,Mumbai
Honda Amaze 1.2L I-VTEC S,Amaze 1.2L I-VTEC S,Honda,2013,PETROL,43540,Manual,322000,Mumbai
Honda Amaze 1.2L I-VTEC V CVT,Amaze 1.2L I-VTEC V CVT,Honda,2019,PETROL,39531,Automatic,681000,Mumbai
Maruti Ertiga VXI CNG,Ertiga VXI CNG,Maruti,2014,CNG,62157,Manual,579000,Mumbai
Hyundai Grand i10 ERA 1.2 KAPPA VTVT,Grand i10 ERA 1.2 KAPPA VTVT,Hyundai,2013,PETROL,46035,Manual,319000,Mumbai
Maruti Ertiga VXI,Ertiga VXI,Maruti,2016,CNG,69763,Manual,704000,Mumbai
Tata NEXON XM PETROL,NEXON XM PETROL,Tata,2022,PETROL,5448,Manual,810000,Mumbai
Hyundai Verna 1.6 VTVT SX O,Verna 1.6 VTVT SX O,Hyundai,2019,PETROL,47605,Manual,924000,Mumbai
Maruti Baleno ZETA PETROL 1.2,Baleno ZETA PETROL 1.2,Maruti,2021,PETROL,14955,Manual,716000,Mumbai
Hyundai NEW SANTRO SPORTZ CNG,NEW SANTRO SPORTZ CNG,Hyundai,2019,CNG,109255,Manual,485000,Mumbai
Maruti Alto 800 LXI CNG O,Alto 800 LXI CNG O,Maruti,2017,CNG,76202,Manual,285000,Mumbai
Hyundai Verna 1.6 SX (O) CRDI MT,Verna 1.6 SX (O) CRDI MT,Hyundai,2017,DIESEL,57368,Manual,860000,Mumbai
Maruti Ciaz VXI,Ciaz VXI,Maruti,2016,PETROL,99615,Manual,455000,Mumbai
Hyundai Elite i20 SPORTZ 1.2,Elite i20 SPORTZ 1.2,Hyundai,2016,PETROL,50900,Manual,502000,Mumbai
Maruti Ciaz SIGMA 1.5 SHVS MT PETROL,Ciaz SIGMA 1.5 SHVS MT PETROL,Maruti,2021,PETROL,16909,Manual,763000,Mumbai
Tata ALTROZ XZ PETROL,ALTROZ XZ PETROL,Tata,2020,PETROL,23825,Manual,693000,Mumbai
Mahindra TUV300 T6 PLUS,TUV300 T6 PLUS,Mahindra,2018,DIESEL,45368,Manual,641000,Mumbai
Tata TIGOR XE PETROL,TIGOR XE PETROL,Tata,2021,PETROL,52153,Manual,517000,Mumbai
Hyundai Creta E PLUS 1.6 PETROL,Creta E PLUS 1.6 PETROL,Hyundai,2017,PETROL,51559,Manual,763000,Mumbai
Hyundai Creta E PLUS 1.6 PETROL,Creta E PLUS 1.6 PETROL,Hyundai,2017,PETROL,37417,Manual,733000,Mumbai
Hyundai Verna 1.6 VTVT SX O,Verna 1.6 VTVT SX O,Hyundai,2019,PETROL,92561,Manual,912000,Mumbai
Maruti XL6 ALPHA AT,XL6 ALPHA AT,Maruti,2022,PETROL,24494,Automatic,1210000,Mumbai
Maruti Swift Dzire VXI,Swift Dzire VXI,Maruti,2014,PETROL,42022,Manual,390000,Mumbai
Maruti Baleno ALPHA DIESEL 1.3,Baleno ALPHA DIESEL 1.3,Maruti,2015,DIESEL,59958,Manual,546000,Mumbai
Maruti Baleno DELTA CVT PETROL 1.2,Baleno DELTA CVT PETROL 1.2,Maruti,2018,PETROL,33974,Automatic,581000,Mumbai
Tata Tiago XZA PLUS PETROL,Tiago XZA PLUS PETROL,Tata,2021,PETROL,8115,Automatic,636000,Mumbai
Maruti Ertiga VXI,Ertiga VXI,Maruti,2016,PETROL,61711,Manual,653000,Mumbai
Hyundai Grand i10 SPORTZ AT 1.2 KAPPA VTVT,Grand i10 SPORTZ AT 1.2 KAPPA VTVT,Hyundai,2018,PETROL,46597,Automatic,527000,Mumbai
Renault Kwid RXT 1.0 AMT (O),Kwid RXT 1.0 AMT (O),Renault,2019,PETROL,22924,Automatic,395000,Mumbai
Maruti Alto 800 LXI,Alto 800 LXI,Maruti,2014,PETROL,40783,Manual,211000,Mumbai
Hyundai Verna FLUIDIC 4S 1.6 VTVT S,Verna FLUIDIC 4S 1.6 VTVT S,Hyundai,2015,PETROL,38877,Manual,516000,Mumbai
Tata Harrier XZA PLUS 2.0L DARK EDITION,Harrier XZA PLUS 2.0L DARK EDITION,Tata,2021,DIESEL,31539,Automatic,1860000,Mumbai
Hyundai Elite i20 SPORTZ 1.2 (O),Elite i20 SPORTZ 1.2 (O),Hyundai,2014,PETROL,79418,Manual,418000,Mumbai
Maruti Wagon R 1.0 VXI,Wagon R 1.0 VXI,Maruti,2015,PETROL,55946,Manual,309000,Mumbai
Maruti New Wagon-R VXI 1.0 AMT,New Wagon-R VXI 1.0 AMT,Maruti,2022,PETROL,28720,Automatic,674000,Mumbai
Hyundai i10 SPORTZ 1.2,i10 SPORTZ 1.2,Hyundai,2012,PETROL,69847,Manual,227000,Mumbai
Maruti Swift Dzire VXI,Swift Dzire VXI,Maruti,2013,PETROL,33244,Manual,365000,Mumbai
Maruti Alto 800 LXI CNG,Alto 800 LXI CNG,Maruti,2015,CNG,68920,Manual,240000,Mumbai
Hyundai Elite i20 SPORTZ 1.2,Elite i20 SPORTZ 1.2,Hyundai,2017,PETROL,19288,Manual,550000,Mumbai
Hyundai Creta E PLUS 1.6 PETROL,Creta E PLUS 1.6 PETROL,Hyundai,2017,PETROL,93555,Manual,678000,Mumbai
Maruti BREZZA ZXI SMART HYBRID,BREZZA ZXI SMART HYBRID,Maruti,2022,PETROL,18859,Manual,1130000,Mumbai
Hyundai i10 SPORTZ 1.1,i10 SPORTZ 1.1,Hyundai,2014,PETROL,40543,Manual,260000,Mumbai
Hyundai GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT CNG,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT CNG,Hyundai,2022,CNG,21570,Manual,745000,Mumbai
Maruti Wagon R 1.0 VXI,Wagon R 1.0 VXI,Maruti,2013,PETROL,45304,Manual,270000,Mumbai
Honda City 1.5L I-VTEC ZX,City 1.5L I-VTEC ZX,Honda,2020,PETROL,27473,Manual,1010000,Mumbai
Hyundai Xcent E+,Xcent E+,Hyundai,2017,PETROL,17771,Manual,477000,Mumbai
Tata ALTROZ XZA PLUS,ALTROZ XZA PLUS,Tata,2022,PETROL,18364,Automatic,867000,Mumbai
Hyundai NEW I20 ASTA (O) 1.2 IVT,NEW I20 ASTA (O) 1.2 IVT,Hyundai,2023,PETROL,2358,Automatic,979000,Mumbai
Maruti Baleno ZETA CVT PETROL 1.2,Baleno ZETA CVT PETROL 1.2,Maruti,2021,PETROL,14683,Automatic,787000,Mumbai
Maruti Celerio VXI CNG,Celerio VXI CNG,Maruti,2017,CNG,74159,Manual,390000,Mumbai
Honda Jazz 1.2L I-VTEC ZX CVT,Jazz 1.2L I-VTEC ZX CVT,Honda,2021,PETROL,10102,Automatic,859000,Mumbai
Mahindra XUV500 W6 AT,XUV500 W6 AT,Mahindra,2017,DIESEL,66595,Automatic,793000,Mumbai
Maruti Alto K10 VXI AMT,Alto K10 VXI AMT,Maruti,2015,PETROL,57838,Automatic,259000,Mumbai
Maruti Baleno ZETA PETROL 1.2,Baleno ZETA PETROL 1.2,Maruti,2021,PETROL,27156,Manual,705000,Mumbai
Hyundai Creta SX PLUS AT 1.6 PETROL,Creta SX PLUS AT 1.6 PETROL,Hyundai,2017,PETROL,22311,Automatic,966000,Mumbai
Tata NEXON XZA PLUS (O) PETROL,NEXON XZA PLUS (O) PETROL,Tata,2021,PETROL,26213,Automatic,1030000,Mumbai
Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,Grand i10 MAGNA 1.2 KAPPA VTVT,Hyundai,2014,PETROL,32064,Manual,314000,Mumbai
Hyundai GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT,Hyundai,2022,PETROL,20040,Manual,652000,Mumbai
Hyundai i10 SPORTZ 1.2 AT,i10 SPORTZ 1.2 AT,Hyundai,2013,PETROL,48080,Automatic,276000,Mumbai
KIA SELTOS HTK PLUS AT 1.5 DIESEL,SELTOS HTK PLUS AT 1.5 DIESEL,KIA,2020,DIESEL,69169,Automatic,1060000,Mumbai
Maruti Baleno ZETA CVT PETROL 1.2,Baleno ZETA CVT PETROL 1.2,Maruti,2018,PETROL,43313,Automatic,631000,Mumbai
Maruti Wagon R 1.0 VXI,Wagon R 1.0 VXI,Maruti,2015,PETROL,34384,Manual,339000,Mumbai
Maruti Ertiga VDI,Ertiga VDI,Maruti,2014,DIESEL,119998,Manual,591000,Mumbai
Tata Tiago XE PETROL,Tiago XE PETROL,Tata,2021,PETROL,10232,Manual,544000,Mumbai
Maruti Wagon R 1.0 VXI,Wagon R 1.0 VXI,Maruti,2014,PETROL,53375,Manual,274000,Mumbai
Honda Amaze 1.2L I-VTEC S,Amaze 1.2L I-VTEC S,Honda,2016,PETROL,93900,Manual,342000,Mumbai
Maruti Baleno ALPHA PETROL 1.2,Baleno ALPHA PETROL 1.2,Maruti,2017,PETROL,36118,Manual,560000,Mumbai
Maruti New Wagon-R ZXI 1.2 AMT,New Wagon-R ZXI 1.2 AMT,Maruti,2021,PETROL,26550,Automatic,612000,Mumbai
Maruti IGNIS SIGMA 1.2,IGNIS SIGMA 1.2,Maruti,2023,PETROL,4684,Manual,533000,Mumbai
Honda BR-V 1.5L I-VTEC V,BR-V 1.5L I-VTEC V,Honda,2016,PETROL,25920,Manual,690000,Mumbai
Honda City 1.5L I-VTEC VX,City 1.5L I-VTEC VX,Honda,2015,PETROL,18779,Manual,608000,Mumbai
Mahindra Thar LX P 2WD AT HT,Thar LX P 2WD AT HT,Mahindra,2023,PETROL,10637,Automatic,1400000,Mumbai
Honda City 1.5L I-VTEC VX,City 1.5L I-VTEC VX,Honda,2014,PETROL,34473,Manual,532000,Mumbai
Honda City 1.5L I-VTEC VX CVT,City 1.5L I-VTEC VX CVT,Honda,2016,PETROL,75181,Automatic,655000,Mumbai
Maruti Wagon R 1.0 LXI CNG,Wagon R 1.0 LXI CNG,Maruti,2018,CNG,98745,Manual,396000,Mumbai
Maruti New Wagon-R ZXI 1.2 AMT,New Wagon-R ZXI 1.2 AMT,Maruti,2021,PETROL,34224,Automatic,611000,Mumbai
Maruti Wagon R 1.0 VXI OPT,Wagon R 1.0 VXI OPT,Maruti,2017,PETROL,43944,Manual,371000,Mumbai
Maruti Wagon R 1.0 VXI,Wagon R 1.0 VXI,Maruti,2015,PETROL,16624,Manual,339000,Mumbai
Maruti Celerio VXI,Celerio VXI,Maruti,2017,PETROL,25368,Manual,395000,Mumbai
Maruti Baleno ALPHA CVT PETROL 1.2,Baleno ALPHA CVT PETROL 1.2,Maruti,2018,PETROL,44613,Automatic,580000,Mumbai
Hyundai VENUE SX PLUS 1.0 TURBO DCT,VENUE SX PLUS 1.0 TURBO DCT,Hyundai,2021,PETROL,19377,Automatic,1040000,Mumbai
Hyundai Eon MAGNA +,Eon MAGNA +,Hyundai,2015,PETROL,81162,Manual,250000,Mumbai
Mahindra XUV500 W7,XUV500 W7,Mahindra,2018,DIESEL,67404,Manual,975000,Mumbai
Hyundai Xcent S 1.2,Xcent S 1.2,Hyundai,2017,PETROL,57919,Manual,470000,Mumbai
Maruti Alto K10 VXI,Alto K10 VXI,Maruti,2014,PETROL,31827,Manual,207000,Mumbai
Hyundai Creta SX PLUS AT 1.6 DIESEL,Creta SX PLUS AT 1.6 DIESEL,Hyundai,2016,DIESEL,33417,Automatic,834000,Mumbai
Hyundai Elite i20 ASTA 1.2,Elite i20 ASTA 1.2,Hyundai,2015,PETROL,55046,Manual,454000,Mumbai
Hyundai NEW I20 ASTA (O) 1.0 TURBO GDI DCT,NEW I20 ASTA (O) 1.0 TURBO GDI DCT,Hyundai,2021,PETROL,14008,Automatic,966000,Mumbai
Maruti Ertiga VXI CNG,Ertiga VXI CNG,Maruti,2015,CNG,31504,Manual,665000,Mumbai
Tata NEXON XZA PLUS SUNROOF DIESEL,NEXON XZA PLUS SUNROOF DIESEL,Tata,2020,DIESEL,75525,Automatic,986000,Mumbai
Hyundai Xcent S 1.2,Xcent S 1.2,Hyundai,2014,PETROL,36391,Manual,378000,Mumbai
Hyundai Creta SX PLUS 1.6 DIESEL,Creta SX PLUS 1.6 DIESEL,Hyundai,2017,DIESEL,5555,Manual,911000,Mumbai
Maruti IGNIS ZETA 1.2,IGNIS ZETA 1.2,Maruti,2022,PETROL,3806,Manual,581000,Mumbai
Renault Duster 85 PS RXZ DIESEL,Duster 85 PS RXZ DIESEL,Renault,2018,DIESEL,23337,Manual,780000,Mumbai
Hyundai Xcent S 1.2,Xcent S 1.2,Hyundai,2014,PETROL,83669,Manual,359000,Mumbai
KIA SELTOS HTK PLUS 1.5,SELTOS HTK PLUS 1.5,KIA,2020,PETROL,15160,Manual,1100000,Mumbai
Honda City 1.5L I-VTEC VX CVT,City 1.5L I-VTEC VX CVT,Honda,2016,PETROL,73098,Automatic,680000,Mumbai
Hyundai VENUE SX 1.0 TURBO IMT,VENUE SX 1.0 TURBO IMT,Hyundai,2021,PETROL,15019,Manual,927000,Mumbai
Hyundai Elite i20 ASTA 1.4 CRDI (O),Elite i20 ASTA 1.4 CRDI (O),Hyundai,2016,DIESEL,31353,Manual,629000,Mumbai
Honda Amaze 1.2L I-VTEC V CVT,Amaze 1.2L I-VTEC V CVT,Honda,2018,PETROL,20920,Automatic,633000,Mumbai
Hyundai Xcent S 1.2,Xcent S 1.2,Hyundai,2015,CNG,45972,Manual,419000,Mumbai
Maruti Wagon R 1.0 LXI CNG,Wagon R 1.0 LXI CNG,Maruti,2014,CNG,95135,Manual,325000,Mumbai
Tata NEXON XZA PLUS PETROL,NEXON XZA PLUS PETROL,Tata,2018,PETROL,39992,Automatic,739000,Mumbai
Honda City 1.5L I-VTEC V MT,City 1.5L I-VTEC V MT,Honda,2016,CNG,63698,Manual,560000,Mumbai
Hyundai i20 Active 1.2 S,i20 Active 1.2 S,Hyundai,2016,PETROL,66332,Manual,460000,Mumbai
Hyundai Elite i20 ASTA 1.2 (O),Elite i20 ASTA 1.2 (O),Hyundai,2019,PETROL,40998,Manual,577000,Mumbai
Mahindra XUV500 W11 (O) AWD,XUV500 W11 (O) AWD,Mahindra,2018,DIESEL,76206,Manual,1090000,Mumbai
Maruti Swift ZXI,Swift ZXI,Maruti,2013,PETROL,42338,Manual,341000,Mumbai
Renault Kwid RXT 0.8 (O),Kwid RXT 0.8 (O),Renault,2016,PETROL,30279,Manual,267000,Mumbai
Hyundai VENUE SX PLUS 1.0 TURBO DCT,VENUE SX PLUS 1.0 TURBO DCT,Hyundai,2019,PETROL,41597,Automatic,918000,Mumbai
Renault Kwid CLIMBER 1.0 AMT (O),Kwid CLIMBER 1.0 AMT (O),Renault,2019,PETROL,24294,Automatic,429000,Mumbai
Hyundai Elite i20 ASTA 1.4 CRDI (O),Elite i20 ASTA 1.4 CRDI (O),Hyundai,2017,DIESEL,90918,Manual,645000,Mumbai
Tata TIGOR XZ PLUS CNG,TIGOR XZ PLUS CNG,Tata,2022,CNG,24490,Manual,781000,Mumbai
Maruti Celerio VXI CNG,Celerio VXI CNG,Maruti,2017,CNG,85712,Manual,391000,Mumbai
Honda City 1.5L I-VTEC V AT,City 1.5L I-VTEC V AT,Honda,2011,PETROL,65495,Automatic,271000,Mumbai
KIA SELTOS HTX PLUS AT1.5 DIESEL,SELTOS HTX PLUS AT1.5 DIESEL,KIA,2020,DIESEL,45979,Automatic,1420000,Mumbai
Hyundai VENUE SX 1.0 TURBO IMT,VENUE SX 1.0 TURBO IMT,Hyundai,2021,PETROL,9340,Manual,965000,Mumbai
Renault Kwid CLIMBER 1.0 AMT (O),Kwid CLIMBER 1.0 AMT (O),Renault,2022,PETROL,2908,Automatic,495000,Mumbai
Honda City 1.5L I-VTEC ZX,City 1.5L I-VTEC ZX,Honda,2019,PETROL,17087,Manual,895000,Mumbai
Maruti XL6 ZETA MT,XL6 ZETA MT,Maruti,2022,PETROL,9626,Manual,968000,Mumbai
Hyundai Elite i20 SPORTZ 1.2,Elite i20 SPORTZ 1.2,Hyundai,2017,PETROL,98272,Manual,513000,Mumbai
Maruti Swift Dzire VXI,Swift Dzire VXI,Maruti,2015,PETROL,84530,Manual,369000,Mumbai
Maruti New Wagon-R VXI 1.2,New Wagon-R VXI 1.2,Maruti,2019,PETROL,11829,Manual,467000,Mumbai
Maruti IGNIS ALPHA 1.2,IGNIS ALPHA 1.2,Maruti,2020,PETROL,20435,Manual,554000,Mumbai
Maruti Swift ZXI,Swift ZXI,Maruti,2011,PETROL,67725,Manual,237000,Mumbai
Hyundai i20 SPORTZ 1.2,i20 SPORTZ 1.2,Hyundai,2013,PETROL,79892,Manual,298000,Mumbai
Maruti Baleno DELTA PETROL 1.2,Baleno DELTA PETROL 1.2,Maruti,2017,PETROL,57626,Manual,477000,Mumbai
Hyundai Creta S 1.6 PETROL,Creta S 1.6 PETROL,Hyundai,2015,PETROL,76643,Manual,632000,Mumbai
Maruti Wagon R 1.0 LXI CNG,Wagon R 1.0 LXI CNG,Maruti,2015,CNG,30014,Manual,354000,Mumbai
Maruti Wagon R 1.0 VXI AMT,Wagon R 1.0 VXI AMT,Maruti,2018,PETROL,34473,Automatic,366000,Mumbai
Maruti Baleno SIGMA PETROL 1.2,Baleno SIGMA PETROL 1.2,Maruti,2017,PETROL,76316,Manual,420000,Mumbai
Maruti Dzire ZXI Plus AMT,Dzire ZXI Plus AMT,Maruti,2023,PETROL,12653,Automatic,828000,Mumbai
Maruti Ertiga ZDI + SHVS,Ertiga ZDI + SHVS,Maruti,2017,DIESEL,94570,Manual,825000,Mumbai
KIA SELTOS GTX PLUS DCT 1.4 PETROL,SELTOS GTX PLUS DCT 1.4 PETROL,KIA,2020,PETROL,65200,Automatic,1350000,Mumbai
Maruti Baleno DELTA CVT PETROL 1.2,Baleno DELTA CVT PETROL 1.2,Maruti,2016,PETROL,34019,Automatic,520000,Mumbai
Honda Jazz 1.2L I-VTEC V AT,Jazz 1.2L I-VTEC V AT,Honda,2017,PETROL,45773,Automatic,466000,Mumbai
Renault Kwid RXL 1.0 (O),Kwid RXL 1.0 (O),Renault,2022,PETROL,4744,Manual,430000,Mumbai
Hyundai Creta SX AT 1.6 DIESEL,Creta SX AT 1.6 DIESEL,Hyundai,2018,DIESEL,107774,Automatic,1020000,Mumbai
Maruti Ciaz VDI,Ciaz VDI,Maruti,2014,DIESEL,60880,Manual,502000,Mumbai
